Brand,Brand_Style,ABV,Calories,Sodium_mg,Carbs_mg,Sugars_grams,Protein_grams,Ingredients,Ingr_Water,Ingr_Barley Malt,Ingr_Yeast,Ingr_Hops,Ingr_Rice,Ingr_Sugar,Ingr_Ingredient list to come.,Ingr_Corn Syrup (Dextrose),Ingr_Wheat,Ingr_Hop Extract,Ingr_Oats,Ingr_Orange Peel,Ingr_Coriander,Ingr_Corn Syrup (Maltose),Ingr_Cocoa,Ingr_Decaffeinated Coffee,Ingr_Sucrose,Ingr_Pumpkin,Ingr_Spices,Ingr_Honey,Ingr_Orange peel,Ingr_Wheat Malt,Ingr_Tangerine Peel,Ingr_Natural Flavors,Ingr_Mango,Ingr_Natural Flavor,Ingr_Apricot,Ingr_Cardamom,Ingr_Lactic Acid,Ingr_Cinnamon,Ingr_Ginger,Ingr_Mace,Ingr_Carbonated water,Ingr_alcohol from real cane sugar,Ingr_real cane sugar,Ingr_lime juice concentrate,Ingr_natural flavor,Ingr_fruit juice (color),Ingr_lemon juice concentrate,Ingr_agave,Ingr_apple,Ingr_Apricots and Beet Sugar With House Cultures,Ingr_Beet Sugar,Ingr_Montmorency and Bing Cherries and Beet Sugar with House Cultures,Ingr_Palisade Peaches and Beet Sugar with House Cultures,Ingr_Duarte Plums and Beet Sugar with House Cultures,Ingr_Raw Wheat,Ingr_Corn Syrup (Dextrose and Maltose),Ingr_Hops & Hop Extract,Ingr_Fresh-Pressed Hard Pear Cider,Ingr_Filtered Water,Ingr_Juice Concentrates as Finishing Sweeteners (Pear,Ingr_Apple,Ingr_Elderberry,Ingr_Blackberry),Ingr_Malic Acids,Ingr_Raspberry Juice Concentrate(Finishing Sweetener),Ingr_Contains Sulfites,Ingr_Hard Apple Cider,Ingr_Malic Acid,Ingr_Sulfites,Ingr_Apple Juice Concentrate (Finishing Sweetener),Ingr_Organic Honey,Ingr_Hard Pear Cider,Ingr_Pear and Apple Juice Concentrates (Finishing Sweeteners),Ingr_Pear Juice Concentrate (Finishing Sweetener),Ingr_Organic Maple Syrup,Ingr_Malted Barley,Ingr_Maize,Ingr_Caramel Color,Ingr_Corn Syrup ( Dextrose Maltose),Ingr_Corn Syrup(Maltose),Ingr_Cane Sugar,Ingr_Phosphoric Acid,Ingr_Sodium Benzoate and Potassium Sorbate (added for freshness),Ingr_Citric Acid,Ingr_Certified Colors,Ingr_Sodium Citrate and Natural Flavor,Ingr_Sodium Citrate and Natural Flavors,Ingr_Dextrose,Ingr_Mango Puree,Ingr_Vanilla Beans,Ingr_Vanilla Extract,Ingr_Blackberry Juice,Ingr_Rye,Ingr_Cherry Juice Concentrate,Ingr_White Cranberry  Juice Concentrate,Ingr_Corn,Ingr_Barley,Ingr_Vanilla,Ingr_Corn Syrup (Dextrose,Ingr_Maltose),Ingr_BarleyMalt,Ingr_Hops and Hop Extract,Ingr_Malted Wheat,Ingr_Carbonated Water,Ingr_Red Wine,Ingr_White Grape Juice Concentrate,Ingr_Natural Flavors. Contains Sulfites.,Ingr_White Wine,Ingr_Peach Juice Concentrate,Ingr_Rose Wine,Ingr_Strawberry Juice Concentrate. Contains Sulfites.,Ingr_Italian Maize,Ingr_Hop Products,Ingr_Corn Syrup,Ingr_Grape Juice (for color),Ingr_Sodium Benzoate and Potassium Sorbate (Added For Freshness),Ingr_Elderberry Juice (for color),Ingr_Sodium Benzoate and Potassium Sorbate(added for freshness),Ingr_Tartaric Acid,Ingr_Sodium Citrate,Ingr_Fresh,Ingr_Frozen Tangerine Peel,Ingr_Flaked Maize,Ingr_Cumin,Ingr_Lime Peel,Ingr_Agave,Ingr_Lemon Peel,Ingr_Malt,Ingr_Lactobacillus,Ingr_Blackberry Puree,Ingr_Blackberry Juice Concentrate,Ingr_Salt,Ingr_Corn Syrup (Dextrose -not High-Fructose Corn Syrup),Ingr_Peach Puree,Ingr_Raspberry Puree,Ingr_Passionfruit Puree,Ingr_,Ingr_Sucrose Syrup,Ingr_Apple Juice Concentrate,Ingr_Tomato Paste,Ingr_Inverted Sugar,Ingr_Yeast Extract,Ingr_Black Carrot (for color),Ingr_Monosodium Glutamate,Ingr_Salt and Natural Flavors.,Ingr_Certified Color,Ingr_FD&C Yellow Number 5,Ingr_Natural &Artificial Flavors,Ingr_Natural & Artificial Flavors,Ingr_NaturalFlavors,Ingr_FD&C Yellow# 5,Ingr_Artificial Flavor,Ingr_FD&C Yellow #5,Ingr_Lactose,Ingr_Blueberry Concentrate,Ingr_Torrified Wheat,Ingr_Sea Salt,Ingr_Grapefruit Peel,Ingr_Flaked Corn,Ingr_Flaked Rye,Ingr_Hemp Flavor,Ingr_Hemp Seeds,Ingr_Cocoa Nibs,Ingr_Chocolate Extract,Ingr_Pineapple,Ingr_Papaya Extract,Ingr_Flaked Oats,Ingr_Peach Flavor,Ingr_Peach Concentrate,Ingr_Prickly Pear Flavor,Ingr_Coffee,Ingr_TorrifiedWheat,Ingr_Watermelon Concentrate,Ingr_Sparkling Water,Ingr_Sodium Citrate and Dried Acerola Cherry Juice,Ingr_Pomegranate Juice Concentrate,Ingr_Kiwi Juice Concentrate,Ingr_Citric acid,Ingr_Natural flavor,Ingr_Cluster,UMAP_X,UMAP_Y
Leine Spritzen Pineapple Strawberry,Beer with a splash of seltzer,4.2,93,0,2.2,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract, Natural Flavor",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.787434597880378,-3.2291631462337733
Leinenkugel's Summer Shandy,Shandy,4.2,136,10,12.5,2,1.3,"Water, Barley Malt, Wheat,Corn Syrup (Maltose), Yeast, Sucrose, Hops, Honey, Citric Acid, Natural Flavor",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.946391602427497,17.715804600500846
Leinenkugel's Sunset Wheat,Spice Wheat,4.9,165,10,16.1,2,1.5,"Water, Barley Malt, Wheat,Corn Syrup (Maltose), Yeast, Hops, Honey, Natural Flavors",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.9858932694502025,17.676320576452994
Leinenkugel's Wisconsin Red Pale Ale,Red Pale Ale,5.6,179,10,16.1,0,1.8,"Water, Barley Malt, Barley, Oats, Hops, Yeast",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.440308193295464,-5.407480693078256
Magnum,American-Style Malt Liquor,5.6,157,10,11.1,0,1.1,"Water, Barley Malt,Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.0943237194709632,-2.0554086925747157
Mickey's,American-Style Malt Liquor,5.6,157,10,11.1,0,1.1,"Water, Barley Malt,Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.1407017508439872,-2.0086197616817714
Mickey's Ice,American-Style Ice Lager,5.8,157,10,11.8,0,1.2,"Water, Barley Malt,Corn Syrup (Dextrose, Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.541148682505622,-3.8775820495846034
Miller Genuine Draft,American-Style Lager,4.7,144,10,12.5,0,1,"Water, Barley Malt,Corn Syrup (Maltose), Yeast, Hop Extract, Hops",1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2414145669050365,4.426113867544913
Miller High Life,American-Style Lager,4.6,141,10,12.2,0,1,"Water, Barley Malt, Corn Syrup (Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.274395962626472,4.459408783697867
Miller High Life Light,American-Style Light Lager,4.1,107,10,6.2,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.181862851054206,-3.3797731163265468
Miller Lite,American-Style Light Lager,4.2,96,5,3.2,0,1,"Water, BarleyMalt, Corn Syrup (Dextrose), Yeast, Hops and Hop Extract",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.151557942301764,-3.350683188653207
Miller64,American-Style Light Lager,2.8,64,5,2.4,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.057823201090827,-3.326473450875497
Milwaukee's Best,American-Style Lager,4.8,142,5,11.5,0,1,"Water, Barley Malt,Corn Syrup (Maltose), Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.040138880341515,-4.9402560951473475
Milwaukee's Best Ice,American-Style Ice Lager,5.9,148,8,7.6,0,1,"Water, Barley Malt,Corn Syrup (Dextrose), Yeast, Hops, Hop Extract",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.370817204386725,-3.2722849609615565
Milwaukee's Best Light,American-Style Light Lager,4.1,96,5,3.5,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.987364788920417,-3.3180939914943934
Molson Canadian,North American-Style Lager,5,143,5,10.3,0,1,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0674077073030324,-4.939099288201547
Molson Canadian 67,North American-Style Light Lager,3,70,5,2.6,0,1,"Water, Malted Barley, Corn Syrup (Dextrose), Malted Wheat, Yeast, Hops, Hop Extract",1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3.6017460623674245,18.33102753140905
Molson Golden,North American-Style Lager,5,150,10,12.3,0,1,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.2634182175703197,4.448445820593619
Molson Ice,North American-Style Lager,5.6,169,10,13.9,0,1.2,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.251599331767097,4.436599755072379
Molson XXX,North American-Style Specialty Lager,7.3,212,10,16.4,0,1.4,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.257055302531257,4.442067646765494
MOVO BloodOrange Sangria,Wine Spritzer,5.5,100,5,7,4,1,"Carbonated Water, Red Wine, White Grape Juice Concentrate, Natural Flavors. Contains Sulfites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1.3176969292957488,-8.418959117150521
MOVO Peach White,Wine Spritzer,5.5,100,5,6,3,0,"Carbonated Water, White Wine, Peach Juice Concentrate, Natural Flavors. Contains Sulfites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1.2680487619631144,-8.549385524010873
MOVO Raspberry Rose,Wine Spritzer,5.5,100,5,7,5,0,"Rose Wine, White Wine, Carbonated Water, White Grape Juice Concentrate, Natural Flavors, Strawberry Juice Concentrate. Contains Sulfites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1.404827381103501,-8.567894435143685
Old Vienna,North American-Style Lager,5,150,10,12.3,0,1.1,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.2625136574812084,4.447516464972281
Olde English 800,American-Style Malt Liquor,5.9,161,5,10.8,0,1.1,"Water, Barley Malt, Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1.1399174133233878,-2.0081019165279628
